cluster,project_id,title
1,10103,長野県の保護猫カフェを改修して、共同シェルターを作りたい！
1,10128,目指せ猫の殺処分ゼロへ！保護した猫に新しい家族を見つけたい！
1,10149,ハンディ猫の保護を目指して！盛岡の中心地にシェルターを開設！
1,10159,片眼で頑張る猫のモモを元気にするために治療を続けたい！
1,10167,沖縄市の老齢化した猫の安住の地をつくり尊い命を守っていきたい
1,10248,愛知県知多半島の海を守る！「ゴミ持ち帰り運動」の定着！
1,10670,小さくても命！野良猫たちの不妊手術と子猫の治療をしたい！
1,10674,人為的に怪我をした「希ちゃん」を人間の手で幸せにしたい！
1,1070,千葉県の畜産を盛り上げる”ガールズユニットＣｏｗＭｉｘ”を応援したい！
1,10898,千葉県東庄町。イノシシから農産物と住民を守りたい！
1,10993,福島の子ども達を福井へ！冬の「福福子どもの笑顔プロジェクト」
1,1168,在宅ケアの現場によろこびを！訪問ドッグセラピープロジェクト！
1,1171,保護犬の「預かり施設」を、犬と人が自然に触れ合える環境に！
1,11825,美味しいジビエ（鹿肉）を、最高の状態で全国の方に届けたい！！
1,1227,ドッグウォーキングイベントで１匹でも多くの捨て犬を救いたい！
1,1321,聴導犬・介助犬に貢献した犬たちの「供養メモリアル」を創りたい
1,13462,地元、南三陸町の海で泳ぎたい！長須賀海水浴場復活大作戦！！
1,13691,沖縄保養プログラムに参加する福島の子どもたちに甲状腺検査を。
1,13704,築200年の古民家を生まれ変わらせ 気軽に帰れる田舎をあなたにも
1,13981,こども達が豊かに育つ【つどいの木】をみんなの想いで残したい！
1,14054,人とクマの共存のために働く犬「ベアドッグ」の出産に挑戦！
1,15341,人の都合で捨てられるヤギを救うため、放牧場を建設したい！
1,1575,動物殺処分ゼロへ！新しい寄付の仕組を導入したサイトを作りたい
1,16490,水俣病歴史考証館開館３０周年記念改修プロジェクト
1,17067,新鮮なお野菜を直接売り買いできるプラットフォームを作りたい！
1,17248,豊田市の鳥獣被害を減らし、捕獲した後しっかりいただくために。
1,17269,さくらねこTNR活動で大阪 梅田を世界一猫に優しい歓楽街に！
1,17309,数が増え飼育しきれなくなった59匹の猫を救ってあげたい。
1,17723,保護猫の『里親募集スペース』再スタートを応援してください！
1,18885,命のバトンを繋げたい！保護猫ちゃん達にずっとのお家を！
1,18998,動物飼育の正しい知識を広めて、人と動物の幸せを考えたい！
1,19240,殺処分ゼロへの一歩。飼い主のいない猫へ不妊手術をしたい
1,19278,無駄に散る動物たちの命を繋げるための動物保護施設を作りたい！
1,19446,国分牧場とお客様をつなぐ！直売×カフェ×農業体験の複合施設を
1,19475,保護猫や老猫、病気の猫の居場所を作りたいと思います。
1,19530,死ぬために生まれた命を見捨てない！第二シェルターを作りました
1,1976,関西の施設で保護された捨て犬捨て猫をハープの音色で癒したい！
1,19781,行き場を無くした保護犬達を幸せへと繋げたい！
1,20328,防災グッツの製造加工場を作りたい！
1,2053,鹿児島だけに生息する『トカラ馬』と触れ合える牧場を創ります！
1,22142,処分されていた宝石の存在を知ってもらい再利用してもらいたい！
1,22254,怪我をしたとたん人間に捨てられた２匹の猫の命を助けたい！！
1,22430,虐待され捨てられた「ゆめ」の安心して過ごせる環境を作りたい
1,22892,ボロボロになるまで働かされる家畜たちに「最初で最期の幸せを」
1,23109,保護犬コツオに手術と治療を！「放置うんちゼロ」で活躍の場を！
1,23411,保護猫カフェの健全な運営とボランティアの拠点めざす第一歩
1,23526,不幸な命を増やさないために去勢避妊手術にご協力ください！
1,23532,住吉浜の海を綺麗に安全に、利用される方により快適な浜を！
1,24143,年間4万頭を超える犬猫の殺処分をゼロにしたい！
1,24252,京大ユースホステルクラブ部室を美化して返却プロジェクト
1,25467,飼い主のいない猫30頭の不妊手術を実行します
1,2617,不妊手術をおこなう医療車を完成させ被災地や日本全国を回りたい
1,26413,猫に癒され心身健康に！珍しい猫村ファスティング宿をオープン
1,26547,Arco PROJECT 子どもたちを救おう。
1,26637,世界一楽しい南伊豆の自然が生んだ原画スカーフ
1,2729,古民家を改修し、子供たちと捨て犬がふれあう犬の保護施設を！
1,2880,福島で家族を失った犬をセラピードッグに育て人を救う新たな道を
1,28957,交通事故にあった猫ちゃんを支援してください
1,2944,保護した犬や猫たちが思いっきり走れるドックランを作りたい。
1,3169,保健所から来た下顎の折れた捨て犬の治療をしてあげたい！
1,3197,庄内の森林から作った猫砂ペレットを商品化し動物と自然の保護を
1,3270,「震災で消えた小さな命展」で、動物の命の大切さを伝えたい
1,3340,ペットショップに子猫を販売しないキャテリーの専門サイトを構築
1,3429,行き場のない猫たちに温もりのある保護施設を作りたい！
1,3614,セラピードッグに会いにくる方のためにカフェをバリアフリーに！
1,3696,避妊・虚勢を行い虐待で命を落とした湖夏のような猫を無くしたい
1,3710,殺処分ゼロを目指すイベント「ねこフェスタ」を原宿で開催したい
1,3772,ペットのための鍼灸ケア法を自宅で学べるWEBスクールを作りたい
1,3911,殺処分ゼロを目指し、保護猫と里親をつなぐサイトを作りたい！
1,4047,事故で重傷を負った猫のクロちゃんを再生医療手術で救いたい！
1,4108,「ある犬のおはなし」の小さな冊子をたくさんの人へ届けたい。
1,4109,こどもたちへ「いのちの授業」の聴覚体験に使用する聴診器を！
1,443,病気に苦しむ捨て犬たちに必要な治療を受けさせてあげたい！
1,4632,老若男女の憩いの場である茨城県の公共施設を除菌・消臭したい！
1,4675,愛犬を災害救助犬・訪問活動犬にするための訓練場を整備したい！
1,4715,保護猫がのんびり余生を過ごせるケアハウス付きキャットランを！
1,4803,保護猫が新しい家族と出会える譲渡型ネコカフェを作りたい!!
1,4984,動物たちを癒す大内山動物園！保護した仔猿の住み家を建てたい！
1,4997,北海道の新たな物産を作るための「エゾシカ資源化プロジェクト」
1,503,「気仙沼 Dog Place」被災地で頑張るペット達に交流の場を！
1,5128,一生のパートナーに出会えるドッグラン！大阪の動物保護譲渡施設
1,5276,～ライブチャットで里親探し配信～保護猫を生涯安心の生活へ！
1,5408,野良猫さん達の不妊手術専門病院を開設し、殺処分ゼロへ！
1,5423,猫も人も癒されるメモリアルパーク（共同墓地）をつくりたい！
1,551,介助犬育成のためのDog Runを拡張するプロジェクト
1,5514,ねこの殺処分ゼロを目指すシェルターの運営危機を解決したい！
1,5563,アニマルシェルター・里親サロンでいのちをつなぐ
1,5602,犬猫と共に暮す喜びを歌で拡げ、一人ひとりの心から殺処分０に！
1,5767,山羊による除草を福岡県黒木町で行い、地域に貢献したい！
1,5966,もっと沢山の飼い主さんに出張ドッグシャンプーを使ってほしい
1,6028,宮崎で保護される犬猫3800匹の命をつなぐ愛護センター設立を！
1,6061,ドッグランを造り、保護されず殺処分となる犬がゼロの社会へ！
1,6212,犬や猫のコラムを見るだけで寄付ができる情報サイトを作りたい！
1,6255,レッテルをはられた命を救いたい。岩手の動物保護施設の建設
1,6313,環境に優しいペット向けログハウスで、被災地の動物を助けたい！
1,6317,全ての動物との共生、共存を考えるイベントを京都で開催したい！
1,6351,9月6日を「カラスの日」に記念日登録しカラスの魅力を広めたい！
1,6381,虐待で尻尾を失った猫の治療をしてあげたい！！
1,6419,真冬には‐20度になる北海道長沼町に暖かい猫舎を建築したい！
1,6488,長野県上田市に保護猫カフェを作りたい！！
1,6500,犬猫のことで困ってる方への道標　解決NOTESを制作したい！
1,6503,殺処分をまぬがれ、1000人の心を救った犬の移動手段を確保したい
1,6522,猫と一緒に老人養護施設を訪問し、お年寄りたちの心を癒したい！
1,6552,宮城県にある台風で破損したドッグランの通路と囲いを補修する！
1,6569,犬達が笑顔で過ごせる新しい犬舎の建設にご協力ください！
1,6572,殺処分を待つ老犬や障害犬を安全なバリアフリー施設に保護したい
1,6575,人間の都合によって捨てられた身寄りのない犬たちを救いたい！
1,6592,保護した猫たちに新しい家族を！シェルター兼譲渡会場を開設！
1,6714,保険所から救出した下顎の折れたココちゃんの治療をしてあげたい
1,6722,ラオスの動物園のジャッカル2頭が自由に暮らせる空間を森に！
1,6802,埼玉県にいる6匹の野良猫たちに安心して暮らせる場所を届けたい
1,6826,セラピードッグ育成訓練施設を作り、高齢者へ笑顔を届けよう！
1,6909,狭くて劣悪な環境に閉じ込められていた14匹の猫たちを救いたい！
1,6942,地域猫の保護活動を支援するイベント「猫の世界」を開催したい！
1,7049,保護したワンちゃん達が新しい家族と出逢う為の場所を作りたい！
1,7216,5000匹が殺処分される山口県で猫の命をつなぐ旅館をつくりたい！
1,7367,全国の獣医師が復刻を熱望するフレキシブルアリゲータ鉗子の製作
1,7371,被災地などで保護された猫のための、猫カフェをオープンしたい！
1,7526,失明した保護ネコを助けるため、治療・手術を受けさせたい！
1,7762,86歳のおばあちゃんからのSOS！23匹の猫を助けたい！
1,7766,滋賀県に敬遠されがちな日本犬のためのドッグランを作ります！
1,7778,保護犬・猫が新しい飼い主と出会える新しい仕組みをつくりたい！
1,7814,独居高齢者におき去りにされてしまった猫たちの命を救いたい
1,7828,愛犬・愛猫のそれぞれの健康に合わせたペットフードを製造したい
1,7935,獣害対策犬として働く保護犬達のために犬舎の屋根を新調したい！
1,7966,家宅侵入により行方不明となったダックスのるいくんを探したい！
1,8023,愛知県 東三河の悲惨な「猫捨て場」の猫たちを救いたい！
1,8109,里親探しのウェブサイトを作成し、多くの動物たちを救いたい！！
1,8234,3000匹の猫が殺処分される兵庫県で「保護猫カフェ」を作りたい！
1,845,保護された猫が新しい家族と出会えるカフェを作りたい！
1,8663,ドッグランを改修して、飼い主のいない犬の生活に幸せを！
1,8674,保護馬の奇跡！生まれた子馬のためにも安全な環境をつくりたい！
1,8713,チャリティコンサートを通じて、動物保護団体の支援をしたい。
1,8741,行き場のない犬猫の保護施設を整備し保健所への収容を減らしたい
1,8908,増える高齢者による多頭飼育崩壊や飼育放棄された猫を救いたい！
1,8991,日本で唯一！ペットと暮らせる老人ホームの犬・猫達を守りたい
1,9021,「出会えたら救えたのに」そんな命を救うため総合サイトを作成！
1,9022,飼い主と新しい里親をつなぐドックレスキュ―ハウスを建てたい！
1,9032,ゼロから立ち上げたい！重症度の高いワンちゃんを介護する施設を
1,9126,雑種の雌犬の不妊手術で１匹でも多くの殺処分される命を救いたい
1,9159,日本最大級！保護団体の動物情報を１つに集約したサイトを制作！
1,9263,老朽化した施設を修繕し、13頭のウルフドッグ達を保護したい！
1,9400,小さなお子さんにも届く、動物愛護のグッズを制作したい！
1,9406,犬猫を保護した際、病気伝染を防ぐ為の隔離室を緊急設置したい！
1,9428,イルカのフラフで室戸を盛り上げイルカにふれあう機会つくりたい
1,9618,猫・犬の写真を365枚集めて、日めくりカレンダーを作成したい！
1,9637,猫180匹が暮らす施設を危険な山奥から安全な場所へ移転したい！
1,9658,” 北風と太陽作戦 ” 沖縄久米島のワンコに避妊の贈り物を!!
1,9663,埼玉県秩父の野良猫50匹の不妊治療手術で不幸な猫を減らしたい!
1,9786,岐阜県の猫殺処分を0に！駅から徒歩5分の総合保護猫施設を開設！
1,9799,大阪北部の野良猫のために猫舎「しっぽ天使のおうち」を建てたい
1,9840,愛犬が健康で長生きできるように簡単・安心の未病発見サービスを
1,9866,"秋田県由利本荘市の""猫カフェ柚の家""の猫たちの治療費を集めたい"
1,993,音楽劇を通して「命の大切さ」「動物のきもち」を子供達の心に響かせる♪
1,9951,お尻の穴がなく排泄のできない「みぃちゃん」を救いたい！
2,10204,アウトドア＋清掃活動！SUPボードで大場川のゴミ拾いをします！
2,10255,河口湖から有機農業と自然エネルギーで、エコな社会を作りたい！
2,10403,造形作家の方が安全に作品が作れる環境を！「水性樹脂」の開発！
2,10518,渡り鳥と蓮の聖地　宮城県伊豆沼に食農体験ファームを創りたい!!
2,10658,自然循環型農法をもっと多くの人に伝える施設を作りたい。
2,10687,女性の樹木医さんによる、樹木の魅力を伝えるアプリを製作！
2,10693,こっこ保育園に市民のおひさま共同発電所を設置しよう！
2,10736,花粉対策にも効果あり！廃棄木材を圧縮して、歩道レンガに！
2,10759,マダガスカルでの挑戦！環境の保全と教育で子どもたちに笑顔を！
2,10992,日本初、山の専門家育成プログラムが始動！意欲ある学生に支援を
2,11149,東京五輪 トライアスロン会場を定期的に潜水し水質を調査したい
2,1119,東日本大震災で被災した海浜で植生の回復に取り組みたい！
2,11378,動物も人も守れ！人里を巡回する「動物型ロボットかかし」開発
2,11526,川越市鯨井の「なぐわし公園」にホタルを復活させたい
2,11542,環境美化×サッカー応援!?ベトナムにうちわを届けたい!
2,11612,先祖代々の竹藪を整備し、多くの方へおいしいタケノコを届けたい
2,11617,ポイ捨て禁止！北海道で携帯ゴミ入れを1000個配りたい
2,11736,ミツバチを守り、繁殖させることで、果樹王国・山形を支えたい！
2,11755,絶滅の危機に瀕したオランウータンの保護活動をサポートしたい！
2,11779,プロ散歩師の挑戦！日本のすべての道を徒歩で踏破したい！
2,11785,北海道十勝、池田町の製炭業を守るため森の管理人を増やしたい！
2,11816,田中直子さんのピンプンガジマルの絵を、名護市に寄贈したい。
2,11859,藝大キャンパスの保存林を永く愛される森として守り続けたい
2,1197,学生が農業でアルバイトをする為無人販売ボックスを増設したい！
2,11976,""" 木育 ""を通じて荒れた森を子どもたちと一緒に復活させたい！"
2,12217,インドのお母さんたちの願い。コットン畑で働く子どもに教育を。
2,12398,瀬戸内最後の楽園 上関の自然と未来のための拠点をつくりたい！
2,12463,天草で父から受け継ぎ46年。温州みかんをつくり続けていきたい！
2,1248,1枚の紙で世界を救う〜アフリカにバナナペーパー工場を〜
2,12517,自然食へのこだわり。ティアのテイクアウト専門店を開店したい！
2,12579,日本棚田百選！山形県「大蕨棚田」の元気を再生したい！
2,12705,地域の山の木を活かすコミュニティーハウスづくりを応援したい！
2,12991,江戸時代の循環農業が今も息づく「武蔵野」の輝きを広く伝えたい
2,13219,地球に緑を！マラソンを通じて日本人として植林活動に貢献したい
2,13369,廃材×フラワーアレンジ！エコな素材を使ったワークショップ開催
2,13440,青森県階上町で新規就農にチャレンジする若者を応援したい！
2,13470,国産のスギとヒノキを使ってハープを作り、森の再生に貢献したい
2,13527,地域の未利用資源を「炭化して発電する」仕組みを開発したい！
2,13686,"4年に1度 世界""食の会議""参加へ。スローフード運動を広めたい!"
2,13766,伝統衣装で豊かな自然を守る孟子不動谷の田植えを知って欲しい！
2,13787,鹿児島のシンボル・桜島を盛り上げたい！玄関口に賑わいの場を！
2,13858,省エネした人がお得に！家庭の光熱水費が分かる省エネナビCO2
2,13878,どんなエネルギーにもリスクはある！まずは話し合ってみよう！
2,13895,群馬 樹齢600年の長学寺・大銀杏が台風で倒木！再生保護に挑む
2,13917,宗像海人族を探る。海を護る太古の知恵を国連海洋会議で発信！
2,13924,海女発祥の地・宗像。神を祀る、「豊かな海」を取り戻したい
2,13926,電動船で切り拓け！海を護りながら進む、未来の船を宗像から発信
2,1397,全国林業地密着取材ー森の仕事リクルート情報サイトの作成！
2,14094,日本のごみ分別システムと収集車を、セブの村に届けたい！
2,14243,残そうニホンライチョウ！絶滅の危機にあるライチョウを救いたい
2,1428,子供たちに映像と音楽と朗読で、「水育」（水の大切さ）を伝える
2,14307,次の世代に繋ごう！保津川の環境を守るファンラン再開催！
2,14325,十日町市松之山。昔ながらの米作りを通して、地区の魅力を発信！
2,14394,素敵ないいことはじめよう。10年ぶりのBeGood Cafe
2,14480,安全やマナー啓発の教科書に。沖縄の釣り漫画を出版したい！
2,14519,煙の被害に悩むトワンテのお母さんたちに、コンロを届けたい！
2,14732,絵本「牙なしゾウのレマ」を全国へ！小学校読み聞かせキャラバン
2,1474,オランウータンの棲む森と先住民の暮らしを守るエコツアーを開く
2,14890,「杉原千畝」ゆかりのリトアニアに日本のシンボル“桜”を植樹！
2,14954,千葉県産「山武杉」の家具で「森の更新」を！
2,14969,琵琶湖の外来魚を駆除するために、学生が釣りイベントを開催！
2,15032,環境に優しい農業を徹底的に実践！ソーラーパネルを設置したい！
2,15060,次世代を担う子供たちへ。平和と地球についての物語を広めたい！
2,15073,"淡路島から、もっと人が良くなる""食""を広げるための空間づくり！"
2,15113,10年以上手つかずだった、山梨県甲州市の耕作放棄地にもみの木を
2,15228,真っ黒な大地に森林を！インドネシア1000本植林プロジェクト
2,15263,自然と人、人と人とがつながる「竹ハウス」をみんなで作りたい！
2,1542,マンション建設で伐採予定の枇杷の樹を移植し命を未来に繋げたい
2,15428,福島県裏磐梯の秘境で、商用電力を使わない青空音楽会を開催！
2,15558,「My都市鉱山バッグ」を広め小型家電からの金銀等回収を進めたい！
2,15813,みんなの力で二ホンリスを守りたい！！　～人と自然の架け橋～
2,15854,レンズを通して三浦の海の魅力を再発見！写真コンテスト2018開催
2,15901,「土づくり」にこだわった大人の農業スクール運営サポーター募集
2,16130,「あきらめなければ、夢は叶う」小学校の池にホタルを呼ぼう！
2,16156,七大陸最高峰セブンサミットへ挑戦し、自然の大切さを広めたい！
2,16273,みんなで地域おこし！岡山で里山再生×原木椎茸栽培プロジェクト
2,16292,廃校の危機を乗り越えた、城山西小学校と孝子桜の奇跡を映画に！
2,16504,PM2.5予測システムを今後も継続運用していくために
2,16612,海の魅力を再発見！海と人をつなぐ新たな拠点を一宮海岸に
